2022-06-19 22:35:37.258 [restartedMain] INFO  org.springframework.nativex.NativeListener - AOT mode disabled
2022-06-19 22:35:37.288 [restartedMain] INFO  com.example.documentseach.App - Starting App using Java 11.0.14.1 on wangpengkaideMacBook-Pro.local with PID 14906 (/Users/wangpengkai/Downloads/documentSeach/target/classes started by wangpengkai in /Users/wangpengkai/Downloads/documentSeach)
2022-06-19 22:35:37.289 [restartedMain] INFO  com.example.documentseach.App - No active profile set, falling back to 1 default profile: "default"
2022-06-19 22:35:37.307 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-06-19 22:35:37.307 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-06-19 22:35:37.681 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2022-06-19 22:35:37.686 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2022-06-19 22:35:37.687 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-06-19 22:35:37.687 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2022-06-19 22:35:37.712 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-06-19 22:35:37.712 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 405 ms
2022-06-19 22:35:37.848 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-06-19 22:35:37.855 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2022-06-19 22:35:37.868 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2022-06-19 22:35:37.884 [restartedMain] INFO  com.example.documentseach.App - Started App in 0.721 seconds (JVM running for 1.216)
2022-06-19 22:36:27.770 [restartedMain] INFO  org.springframework.nativex.NativeListener - AOT mode disabled
2022-06-19 22:36:27.799 [restartedMain] INFO  com.example.documentseach.App - Starting App using Java 11.0.14.1 on wangpengkaideMacBook-Pro.local with PID 14915 (/Users/wangpengkai/Downloads/documentSeach/target/classes started by wangpengkai in /Users/wangpengkai/Downloads/documentSeach)
2022-06-19 22:36:27.800 [restartedMain] INFO  com.example.documentseach.App - No active profile set, falling back to 1 default profile: "default"
2022-06-19 22:36:27.817 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-06-19 22:36:27.818 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-06-19 22:36:28.112 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2022-06-19 22:36:28.116 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2022-06-19 22:36:28.116 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-06-19 22:36:28.116 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2022-06-19 22:36:28.134 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-06-19 22:36:28.134 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 316 ms
2022-06-19 22:36:28.252 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-06-19 22:36:28.258 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2022-06-19 22:36:28.270 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2022-06-19 22:36:28.276 [restartedMain] INFO  com.example.documentseach.App - Started App in 0.652 seconds (JVM running for 0.901)
2022-06-19 22:37:46.850 [restartedMain] INFO  org.springframework.nativex.NativeListener - AOT mode disabled
2022-06-19 22:37:46.851 [restartedMain] INFO  com.example.documentseach.App - Starting App using Java 11.0.14.1 on wangpengkaideMacBook-Pro.local with PID 14915 (/Users/wangpengkai/Downloads/documentSeach/target/classes started by wangpengkai in /Users/wangpengkai/Downloads/documentSeach)
2022-06-19 22:37:46.851 [restartedMain] INFO  com.example.documentseach.App - No active profile set, falling back to 1 default profile: "default"
2022-06-19 22:37:46.916 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2022-06-19 22:37:46.917 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2022-06-19 22:37:46.917 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-06-19 22:37:46.917 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2022-06-19 22:37:46.920 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-06-19 22:37:46.920 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 68 ms
2022-06-19 22:37:46.948 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-06-19 22:37:46.952 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2022-06-19 22:37:46.952 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2022-06-19 22:37:46.954 [restartedMain] INFO  com.example.documentseach.App - Started App in 0.12 seconds (JVM running for 79.581)
2022-06-19 22:37:46.955 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2022-06-19 22:38:06.783 [main] INFO  org.springframework.nativex.NativeListener - AOT mode disabled
2022-06-19 22:38:06.820 [main] INFO  c.e.documentseach.DocumentSeachApplicationTests - Starting DocumentSeachApplicationTests using Java 11.0.14.1 on wangpengkaideMacBook-Pro.local with PID 14942 (started by wangpengkai in /Users/wangpengkai/Downloads/documentSeach)
2022-06-19 22:38:06.821 [main] INFO  c.e.documentseach.DocumentSeachApplicationTests - No active profile set, falling back to 1 default profile: "default"
2022-06-19 22:38:07.458 [main] INFO  c.e.documentseach.DocumentSeachApplicationTests - Started DocumentSeachApplicationTests in 0.877 seconds (JVM running for 1.37)
